instance,n,cpu_time (s),duplicates time (s),graph time (s),time spent on optimisations (s),number_of_cycles,number_of_duplicates,number_of_covered_tiles,corner_check_hits,edge_pairs_hits,pairs_isolation_hits,sandwich_pairs_hits,sandwich_triple_hits
ee268d5e-3bb4-466a-8763-0fcb5efc47d8.singles,10,0.011825208,0.00093957,0.006794637,1.734e-06,150,59,29,0,0,4,2,0
ee2ab375-32b9-42d1-888f-d67055ce7881.singles,10,0.007038159,0.000633293,0.592433699,1.242e-06,35748,60,28,0,0,1,2,0
ee3c57c1-0107-4f18-9ec0-0cc4274919e8.singles,10,0.023662837,0.000546339,0.004289405,1.673e-06,191,59,30,0,0,6,4,0
ee700121-d88f-4b0f-be69-b9748edfcfd5.singles,10,0.003229545,0.00052496,0.003926471,1.463e-06,141,62,28,0,0,4,3,0
eef12772-3ec3-4b05-9fef-4a883ee90013.singles,10,0.003298784,0.000528466,0.002267625,1.643e-06,60,58,29,0,0,4,4,0
ef0c6040-ff10-490f-b3ea-e979413bf6be.singles,10,0.004822385,0.000907138,0.847170526,1.373e-06,66746,69,29,0,0,2,3,0
ef3bae4c-e109-4671-a3ff-06e6e9013a3f.singles,10,0.00324269,0.000623686,0.009293186,1.503e-06,561,59,28,0,0,0,3,0
ef643366-c89f-42fe-92a7-88c04da26a7a.singles,10,0.003359056,0.000597265,0.010354366,1.873e-06,793,63,30,0,0,3,3,0
efd4cb2e-6962-4657-a55e-fd4f6e13e1d2.singles,10,0.003269859,0.000568713,0.006665885,1.342e-06,375,60,30,0,0,2,3,0
f0068414-c59e-4781-9067-d61519b8a3b7.singles,10,0.003511582,0.00052529,0.00810714,3.977e-06,335,64,27,0,0,1,2,0
f1019163-bbc9-4b21-93d0-6588dc537a86.singles,10,0.003996456,0.000533176,0.150619459,1.783e-06,9127,63,29,0,0,2,4,0
f121a2fd-76d5-43f4-9572-b6c72ebe5005.singles,10,0.004102542,0.000576767,0.028324572,1.613e-06,1469,65,31,0,0,1,3,0
f1becdbf-20d3-426e-8e08-67237ea4bf2a.singles,10,0.003252717,0.000785901,0.017162065,1.363e-06,958,61,28,0,0,0,3,0
f1cf17fc-a552-4ce8-8bde-0506cbe7fd29.singles,10,0.003204076,0.0005839,0.002417105,1.463e-06,73,59,27,0,0,2,2,0
f1d4e97a-003f-4c39-a774-c04efcb00740.singles,10,0.007829067,0.000564325,0.793028432,1.342e-06,41462,65,29,0,0,1,5,0
f208be3c-e724-4e90-8d93-bd011839b1c3.singles,10,0.00397148,0.000564374,0.003756269,1.342e-06,142,64,31,0,0,1,3,0
f2204f08-004e-4643-aa1a-c0ed54471abd.singles,10,0.010939309,0.000572238,0.011561574,1.653e-06,670,64,28,0,0,1,3,0
f277ee8f-72b1-4272-a044-215a1acc7492.singles,10,0.008829699,0.000549817,0.032641195,1.513e-06,2192,64,29,0,0,1,3,0
f27fe85d-1c59-44ff-8bfe-39d28cd5eb7a.singles,10,0.006298618,0.000545779,0.045208535,1.482e-06,716,65,30,0,0,3,2,0
f2acce08-4801-4c12-943e-622f6b63f3b4.singles,10,0.004388636,0.00054135,0.059285958,1.543e-06,4535,62,29,0,0,3,2,0
f36f95a5-eeef-4b3b-b535-08ddc12f7374.singles,10,0.004044684,0.000554065,0.212417965,1.312e-06,15095,64,28,0,0,1,3,0
f38c99ac-fc47-452e-8a25-a38e5251633c.singles,10,0.005738965,0.000559755,0.151222991,1.352e-06,13338,62,28,0,0,0,2,0
f432f322-ae9e-4e02-b322-c0f056b4b498.singles,10,0.004931961,0.00058331,0.008962534,1.283e-06,580,66,30,0,0,2,2,0
f4463646-2edd-46b2-9ac6-0d67ca5cdee0.singles,10,0.024302127,0.000509108,0.010987748,1.924e-06,564,62,28,0,0,0,3,0
f477a1aa-a3ea-430c-aeef-a8cd9bf0c937.singles,10,0.003432383,0.000509771,1.506307098,3.216e-06,101268,70,29,0,0,0,3,0
f583dcaf-b49d-45cb-be9d-af53023a84fa.singles,10,0.008134724,0.000593078,0.008351249,1.532e-06,429,64,29,0,0,2,3,0
f6061106-6dcf-4570-9710-6ee7696b5557.singles,10,0.003250263,0.000515511,0.005680338,1.482e-06,212,58,29,0,0,2,4,0
f6158143-f106-4f8c-afc9-f3466517fc04.singles,10,0.026943951,0.000522434,0.00890144,2.044e-06,558,65,29,0,0,2,3,0
f668e09b-3069-4be1-8858-c0cb4a1a175d.singles,10,0.011981218,0.000505894,0.012674143,2.134e-06,790,63,29,0,0,1,3,0
f67e11bc-83e2-49ea-a3e3-f48034e776dc.singles,10,0.006296226,0.00054665,0.007403734,1.353e-06,424,62,28,0,0,1,2,0
f6e15243-8972-4ac8-a729-e67b73241de0.singles,10,0.003300367,0.000530159,0.006920596,1.493e-06,300,62,29,0,0,4,4,0
f6eaf058-8d22-4e31-867b-765263ec646b.singles,10,0.003207122,0.000553172,0.020880286,1.302e-06,1015,63,28,0,0,3,3,0
f704605b-d900-4a2d-9ff3-6b9691596082.singles,10,0.005170264,0.00062078,0.010302388,1.693e-06,563,64,31,0,0,4,4,0
f70a2f07-5d3b-4a24-bd77-1105082d5573.singles,10,0.006318237,0.000556559,0.012069359,1.322e-06,523,64,29,0,0,2,3,0
f79a00a5-ab25-4392-a129-6f30227f5ac5.singles,10,0.029090038,0.000542001,0.005698512,1.753e-06,296,64,29,0,0,2,3,0
f8321052-8460-4b1b-9b07-d693cf75ae8e.singles,10,0.003235805,0.000511443,0.011497099,1.463e-06,357,61,29,0,0,0,2,1
f83560f8-6a19-4993-a8ca-1e6927085698.singles,10,0.022391027,0.000601193,0.049735333,1.603e-06,3127,63,29,0,0,0,3,0
f83d1574-c1d8-4fb6-9bcc-e5a4368b9d9b.singles,10,0.004291697,0.000680852,0.007599304,1.463e-06,500,58,28,0,0,4,2,0
f894c528-f4fa-46b8-a21b-07d1b1e60257.singles,10,0.004457347,0.000669031,0.014144369,2.625e-06,1005,62,29,0,0,0,2,0
f8bb09d3-a043-4a0e-9919-94a37ecb17b5.singles,10,0.005611879,0.000548534,0.006688314,1.904e-06,430,63,28,0,0,0,2,0
f8d90b0a-173a-40c9-800d-077bf85b877c.singles,10,0.967705182,0.000522374,0.003757834,1.873e-06,186,62,29,0,0,0,3,0
f8df4fe7-b5a6-4112-be96-e887125e25bd.singles,10,0.004052251,0.000502107,0.052565243,1.563e-06,3539,67,29,0,0,3,2,1
f8f240f0-eec7-46f8-9ba7-9802a527c377.singles,10,0.003274949,0.000660265,0.003658395,1.863e-06,128,62,28,0,0,2,1,0
f911d589-3dc4-42f9-ae93-f61181c7a841.singles,10,0.003265028,0.000502257,0.04526727,5.029e-06,3161,62,30,0,0,2,2,0
f9267ec5-3eae-4f06-a2f9-cd4daec013cb.singles,10,0.00511362,0.000547662,0.004412114,1.413e-06,200,58,27,0,0,2,4,0
f98865d1-190a-410f-9578-12c00cf181c3.singles,10,0.005076891,0.000496065,0.034944928,4.588e-06,2006,64,28,0,0,2,3,0
f99f7954-a3ee-4f97-adf5-86a61a7fceaf.singles,10,0.003847448,0.000549236,0.008131326,1.412e-06,362,64,30,0,0,0,5,0
f9f1e67c-1319-4051-b986-25c2b005a66e.singles,10,0.003274728,0.000522696,0.004408177,1.423e-06,200,59,27,0,0,2,3,0
fa1976c2-2e3e-4427-905d-f84351aa6542.singles,10,0.044036316,0.00054125,0.002212219,3.666e-06,86,60,29,0,0,0,3,0
fa2c74c9-b862-40d0-b399-6495966ae9c8.singles,10,0.012989843,0.000663743,0.006423377,1.493e-06,385,63,29,0,0,2,3,0
fa997395-256c-40d3-b535-cf126aece237.singles,10,0.004892676,0.000507486,0.077062416,1.663e-06,6306,66,30,0,0,0,4,0
fb1d98c6-9e84-4cee-ae33-613c375ad08c.singles,10,0.003508325,0.000560226,0.018353102,1.713e-06,1067,69,28,0,0,1,4,0
fb412462-1a8e-4eef-9848-61ece994832b.singles,10,0.004713563,0.000532384,0.060880015,1.463e-06,4041,64,29,0,0,5,4,0
fb573948-94d1-46de-8dfe-9aba5ca47b34.singles,10,1.173082917,0.000551469,0.004138651,2.655e-06,195,61,28,0,0,3,1,0
fb5ca006-320a-4740-a156-1ad76526be09.singles,10,0.004080674,0.00051432,0.009206141,2.134e-06,438,60,28,0,0,2,2,0
fb664944-e7f7-4d88-8997-78bff8247109.singles,10,0.003219896,0.000524409,0.013586257,1.373e-06,716,63,29,0,0,3,2,0
fb93da32-2478-48ca-94c4-4058be33802a.singles,10,20,0.000514179,0.017019527,0,1331,65,29,0,0,1,4,0
fb9dd655-7705-4b2c-b3bf-0a38d208ef0b.singles,10,0.003260423,0.000524138,0.01090877,1.492e-06,553,64,29,0,0,0,2,0
fba6696b-71bc-44cc-8815-6361133d41e2.singles,10,0.003199569,0.000523557,0.338675652,1.383e-06,26368,65,28,0,0,0,4,0
fc1182ff-3543-4150-b3bb-5b121fd765b2.singles,10,0.27859322,0.000561388,0.016932562,1.813e-06,902,65,30,0,0,0,4,0
fc81662f-e6c5-4c8c-816f-a2e5e4c3674d.singles,10,0.005355449,0.00053015,0.191324269,1.472e-06,11955,64,29,0,0,3,2,0
fd5d4798-bcab-4de1-b05b-38b6244fdc03.singles,10,0.00995549,0.000558392,0.008088622,3.767e-06,286,68,30,0,0,2,2,0
fd6eff65-cc64-4cc2-9d43-288700b743ec.singles,10,0.058317509,0.000569023,0.003385381,1.733e-06,134,59,28,0,0,3,4,0
fdaeb272-341f-4935-ac7d-8bc400f78166.singles,10,0.004033002,0.000511684,0.021543746,1.222e-06,1360,59,28,0,0,3,2,0
fdef0925-08e9-49aa-ac17-3b0a04c9ffbd.singles,10,0.007078834,0.000544828,0.002345631,1.302e-06,77,59,29,0,0,3,2,0
fe381b8f-738f-448e-87ea-ae9711579b65.singles,10,0.006962818,0.0005519,0.003025813,1.502e-06,104,63,28,0,0,2,2,0
fe744b38-bbad-4a33-8a69-f6da9ca85eca.singles,10,0.004165438,0.000498901,0.006329267,1.363e-06,281,60,28,0,0,1,1,0
ff3dc82b-0f5a-4a98-83a7-05f6f8c6a3f7.singles,10,0.018278977,0.000523647,0.001747033,1.693e-06,48,59,29,0,0,3,3,0
ffadb30e-76e7-4617-b434-53b46cd9df7c.singles,10,0.006366707,0.000558022,0.016552911,1.333e-06,935,64,28,0,0,0,3,0
fff66c2b-c9ef-4dd0-a091-b8efa557a01a.singles,10,0.008173958,0.000828221,0.029624019,1.542e-06,2054,60,28,0,0,1,4,0
